generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1774132005-s26wDuuW1ITolbrnMqbw,2026-03-21 22:26:45.285,0.000653,,-0.000483,0,0,3612,830,665,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,4867,4459,,tgasistant_claude
gen-1774132005-DAzMFprWOG9YA1PdLFNN,2026-03-21 22:26:45.280,0.001741,,-0.000483,0,0,4065,2824,994,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12886,6072,,tgasistant_claude
gen-1774132005-eyqXlHoUbBuLSIBni3l9,2026-03-21 22:26:45.151,0.002052,,-0.000022,0,0,4062,2524,855,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,11204,5726,,tgasistant_claude
gen-1774132003-jtdhg0ZXcOVm9pRW6Aln,2026-03-21 22:26:43.232,0.000154,,,0,0,688,86,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1634,454,,tgasistant_claude
gen-1774131993-I3tJDW2TGXHrif8TytOS,2026-03-21 22:26:33.639,0.00097,,-0.000484,0,0,3966,1325,547,3233,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9054,6061,,tgasistant_claude
gen-1774131990-Y2wVuJCy20mRWUiKZx3K,2026-03-21 22:26:30.725,0.000226,,,0,0,923,147,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2663,490,,tgasistant_claude
gen-1774131973-rihqWmYDxboBFvu9cF19,2026-03-21 22:26:13.995,0.001624,,-0.000483,0,0,4508,2413,1150,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,16110,11261,,tgasistant_claude
gen-1774131971-MVeOhcdQ947F2FFLDbQN,2026-03-21 22:26:11.446,0.000198,,,0,0,893,108,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2248,531,,tgasistant_claude
gen-1774131956-1faZ7yN89eXqKpXzPJdN,2026-03-21 22:25:56.225,0.001661,,-0.000483,0,0,3918,2722,1593,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,14710,10489,,tgasistant_claude
gen-1774131952-tisBJcdsR7CNLuYl1Ben,2026-03-21 22:25:52.744,0.000413,,,0,0,2120,159,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,3094,527,,tgasistant_claude
gen-1774131914-Nfu2CstPlJSkQJ0bHc7h,2026-03-21 22:25:14.578,0.002293,,-0.000022,0,0,3818,3105,1440,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,15042,8684,,tgasistant_claude
gen-1774131914-awKQVUk8m4HmIsDY3pEy,2026-03-21 22:25:14.444,0.004109,,-0.000022,0,0,4740,6367,3606,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,36901,24992,,tgasistant_claude
gen-1774131910-tGTUlNGAf0QeFYOswBPz,2026-03-21 22:25:10.518,0.000238,,,0,0,1068,130,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,3045,518,,tgasistant_claude
gen-1774131890-vo1sBNqNQrQusAEey2Zl,2026-03-21 22:24:50.754,0.002632,,-0.000022,0,0,3872,3760,2035,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,18558,11696,,tgasistant_claude
gen-1774131887-QkDiTVClbLWIK7sTZPsU,2026-03-21 22:24:47.251,0.000284,,,0,0,1414,121,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2206,550,,tgasistant_claude
gen-1774131861-Hgynq3XqVS2g3QO5PTQv,2026-03-21 22:24:21.047,0.002578,,-0.000484,0,0,4519,4318,1909,3231,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,24581,14245,,tgasistant_claude
gen-1774131858-5QOvuvolCj6Yc6Fov2CP,2026-03-21 22:24:18.147,0.000158,,,0,0,730,82,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1705,591,,tgasistant_claude
gen-1774131847-bAKGEoPvMUg0U78p2WBU,2026-03-21 22:24:05.934,0.001695,,-0.000022,0,0,3864,1890,1061,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,10047,6344,,tgasistant_claude
gen-1774131842-SHLsCT20kfLAoGFdBjY3,2026-03-21 22:24:02.029,0.000306,,,0,0,1608,108,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2856,548,,tgasistant_claude
gen-1774131831-RekFH02r0oNZxQ2T2lJ3,2026-03-21 22:23:51.767,0.000397,,,0,0,278,96,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1887,1527,,tgassistant_gemini
gen-1774131824-CuWFVeeCBNuxvBJc8hdK,2026-03-21 22:23:44.322,0.000301,,,0,0,278,56,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1574,1507,,tgassistant_gemini
gen-1774131823-33kTYa2DwmmdzXTi9FKo,2026-03-21 22:23:43.477,0.002663,,-0.000022,0,0,4262,3667,812,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,16955,5680,,tgasistant_claude
gen-1774131823-Q17eFYhNG6LgKLi5518v,2026-03-21 22:23:43.432,0.001554,,-0.000483,0,0,3637,2622,1929,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,15981,13703,,tgasistant_claude
gen-1774131819-wLNfBdrnD4EQl07btLb1,2026-03-21 22:23:39.646,0.000227,,,0,0,1058,115,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2674,562,,tgasistant_claude
gen-1774131819-TA9rqJCpFrNtUowfJmYY,2026-03-21 22:23:39.241,0.000313,,,0,0,278,61,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1535,1318,,tgassistant_gemini
gen-1774131804-4i9iM57nMM9NL0JNI1eK,2026-03-21 22:23:24.164,0.001025,,-0.000482,0,0,4041,1400,973,3216,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9392,7090,,tgasistant_claude
gen-1774131804-rIeng2fEnGb9pzqVozcd,2026-03-21 22:23:24.064,0.001496,,-0.000483,0,0,3880,2409,1600,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,14230,11311,,tgasistant_claude
gen-1774131800-8X0ZhfPrzmdqDlUIulnP,2026-03-21 22:23:19.851,0.00107,,,0,0,6510,157,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,3138,799,,tgasistant_claude
gen-1774131778-ep3mGznk91FinEsRfbZi,2026-03-21 22:22:58.037,0.000996,,-0.000499,0,0,3909,1428,856,3331,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8655,6609,,tgasistant_claude
gen-1774131777-2Y3FObolK0keZ2agdr7C,2026-03-21 22:22:57.795,0.001959,,-0.000499,0,0,4159,3254,2301,3331,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,20403,16268,,tgasistant_claude
gen-1774131776-CF6pLxcLOZMG9D8C9Fhp,2026-03-21 22:22:56.270,0.000288,,,0,0,125,89,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1331,992,,tgassistant_gemini
gen-1774131772-yGqrMTHwevGdo7Ylln9M,2026-03-21 22:22:52.498,0.001886,,-0.000499,0,0,4109,3128,945,3330,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,15634,6556,,tgasistant_claude
gen-1774131770-9ZLFPu3oCBMUJ5dZifRm,2026-03-21 22:22:50.315,0.000303,,,0,0,125,95,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1150,802,,tgassistant_gemini
gen-1774131766-BfUie5cOA9F60ti0BstG,2026-03-21 22:22:46.374,0.000269,,,0,0,125,81,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1165,862,,tgassistant_gemini
gen-1774131757-Ok0dnhI7U5jOabgrQ87A,2026-03-21 22:22:36.743,0.002266,,-0.000499,0,0,4737,3638,775,3330,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,18959,7183,,tgasistant_claude
gen-1774131742-sYcNPYU7QjJvlG7SqXdK,2026-03-21 22:22:22.516,0.003176,,-0.000499,0,0,5018,5345,1351,3333,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,27807,10114,,tgasistant_claude
gen-1774131718-1cBUq72HMfcmVu6JnKbH,2026-03-21 22:21:57.990,0.002154,,-0.000499,0,0,4692,3431,1958,3330,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,22905,14291,,tgasistant_claude
gen-1774131704-uxVvYVi1xzITrAdJNeK2,2026-03-21 22:21:44.398,0.000235,,,0,0,116,69,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,965,704,,tgassistant_gemini
gen-1774131702-mwdKFCblPsbpMByE9pGl,2026-03-21 22:21:42.280,0.000252,,,0,0,144,69,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1199,934,,tgassistant_gemini
gen-1774131701-z97zt2ecKtPvyu7icUXO,2026-03-21 22:21:41.322,0.004395,,-0.000499,0,0,4652,7929,5196,3330,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,53434,42658,,tgasistant_claude
gen-1774131698-G9RbNSRJhg2pRkhwsrmb,2026-03-21 22:21:38.552,0.000189,,,0,0,116,50,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1011,828,,tgassistant_gemini
gen-1774131696-zyOyf9mmkTZGcqGsBSDp,2026-03-21 22:21:36.220,0.000242,,,0,0,144,65,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1166,919,,tgassistant_gemini
gen-1774131694-HKYj8e2AQ5nYq7Tzmoww,2026-03-21 22:21:34.326,0.000194,,,0,0,116,52,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1037,810,,tgassistant_gemini
gen-1774131692-jxnO0Bt9Tjchw10LZmMB,2026-03-21 22:21:32.294,0.00022,,,0,0,144,56,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1087,900,,tgassistant_gemini
gen-1774131688-GLals29l3MpPO7YoPL67,2026-03-21 22:21:28.570,0.000298,,,0,0,230,67,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,2152,1852,,tgassistant_gemini
gen-1774131685-LKABsg5cUVnvn5EpjUs5,2026-03-21 22:21:25.727,0.001736,,-0.000499,0,0,4949,2492,1121,3330,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,13758,8663,,tgasistant_claude
gen-1774131676-z2nCEg4UndWLShLGhRsu,2026-03-21 22:21:16.150,0.000277,,,0,0,230,58,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1960,1730,,tgassistant_gemini
gen-1774131676-vKBcZfpD1iv4ZUtABeVR,2026-03-21 22:21:15.798,0.003935,,-0.000483,0,0,4656,6975,4621,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,39920,31722,,tgasistant_claude
gen-1774131665-tvpsw30R69yoTsGlTfwZ,2026-03-21 22:21:05.781,0.000267,,,0,0,230,54,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1972,1749,,tgassistant_gemini
gen-1774131659-rkIqsiAD77dsqoAVifhG,2026-03-21 22:20:58.822,0.00282,,-0.000498,0,0,5029,4625,1371,3321,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,24835,9383,,tgasistant_claude
gen-1774131658-QOwAln533tLdcg3QaYUC,2026-03-21 22:20:58.513,0.001645,,-0.000483,0,0,3927,2687,914,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,15471,5846,,tgasistant_claude
gen-1774131658-3SZcucd6B82HniVoqyqY,2026-03-21 22:20:58.233,0.002003,,-0.000022,0,0,4097,2413,1233,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,13443,9210,,tgasistant_claude
gen-1774131655-PN4S2T3ik60DQpUjNf6P,2026-03-21 22:20:55.971,0.000341,,,0,0,1873,101,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1954,538,,tgasistant_claude
gen-1774131634-NoOLHTdBnxv3pxOp0q0M,2026-03-21 22:20:34.707,0.001008,,-0.000504,0,0,3928,1455,772,3363,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7948,5362,,tgasistant_claude
gen-1774131634-bnfCh1Pyd0c1oNYw1t7Y,2026-03-21 22:20:34.439,0.002506,,-0.000483,0,0,4577,4149,887,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,20628,6628,,tgasistant_claude
gen-1774131631-VHcEMERQw4uGxdt9F1Or,2026-03-21 22:20:30.777,0.000929,,,0,0,5654,136,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2803,675,,tgasistant_claude
gen-1774131617-ZW2rD5pdMFZcAAUFb4nf,2026-03-21 22:20:17.142,0.000172,,,0,0,248,10,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1871,1826,,tgassistant_gemini
gen-1774131609-CmKxncUlgN61cipynFLt,2026-03-21 22:20:09.000,0.002328,,-0.0005,0,0,4666,3791,1364,3335,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,19586,8330,,tgasistant_claude
gen-1774131607-Ybp74FDKcZWKEdGwEq4B,2026-03-21 22:20:07.459,0.002276,,-0.000022,0,0,4716,2711,2033,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,17554,14789,,tgasistant_claude
gen-1774131604-42PCOFBQPwfiy1uvYNfr,2026-03-21 22:20:03.784,0.000204,,,0,0,248,23,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1970,1852,,tgassistant_gemini
gen-1774131593-hrs8T32YtAmrlBUWCcdc,2026-03-21 22:19:53.729,0.00181,,-0.000483,0,0,4522,2780,1340,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12480,8708,,tgasistant_claude
gen-1774131593-U1RDKeypgXT66VaKuQy9,2026-03-21 22:19:53.454,0.000201,,,0,0,248,22,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1988,1784,,tgassistant_gemini
gen-1774131582-pYuxjanaPy3NfMpykxpp,2026-03-21 22:19:42.682,0.002923,,-0.0005,0,0,4735,4954,1563,3334,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,24152,9708,,tgasistant_claude
gen-1774131561-XvSKci9FwqIENhu3KAgW,2026-03-21 22:19:21.665,0.002733,,-0.000022,0,0,4717,3624,1243,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,19224,8878,,tgasistant_claude
gen-1774131551-9oyJT6FyJeA20UlIs5cw,2026-03-21 22:19:11.070,0.003808,,-0.0005,0,0,4703,6736,2783,3334,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,41709,25108,,tgasistant_claude
gen-1774131534-lZfZeKLOSrYIJf38B5oM,2026-03-21 22:18:54.678,0.003028,,-0.000022,0,0,4699,4222,2605,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,24923,17636,,tgasistant_claude
gen-1774131523-codTEq8TpKIBsQ8B02dr,2026-03-21 22:18:43.425,0.003131,,-0.000022,0,0,4642,4451,3201,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,27002,22556,,tgasistant_claude
gen-1774131496-JNqnF9GPmeqv12Ey9jFF,2026-03-21 22:18:16.296,0.003242,,-0.000484,0,0,4678,5584,2289,3231,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,36267,24185,,tgasistant_claude
gen-1774131495-GhkH1EI7De2VSZKE9JnY,2026-03-21 22:18:15.843,0.003112,,-0.000022,0,0,4684,4395,1019,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,26561,10480,,tgasistant_claude
gen-1774131492-7A1GIFb8WwaIjO5dY9G5,2026-03-21 22:18:12.386,0.000481,,,0,0,2799,102,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2624,622,,tgasistant_claude
gen-1774131461-zlXZ84IwvDXxdFiJzxM4,2026-03-21 22:17:41.063,0.002964,,-0.000483,0,0,4319,5167,3598,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,29455,23952,,tgasistant_claude
gen-1774131457-uzvbhd0BW0UktzBQUiAH,2026-03-21 22:17:37.421,0.001078,,-0.000483,0,0,4216,1437,694,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7109,4350,,tgasistant_claude
gen-1774131449-YnBR1qZuKB14Ia8p8sPt,2026-03-21 22:17:29.643,0.001912,,-0.000022,0,0,4717,1982,814,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9920,5769,,tgasistant_claude
gen-1774131449-Ws5ViEK5qlfZ7faD1EoI,2026-03-21 22:17:29.346,0.000995,,-0.000483,0,0,4075,1327,733,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,7481,5177,,tgasistant_claude
gen-1774131446-cNTuUVFah6N9S9bjkbyx,2026-03-21 22:17:25.231,0.000668,,,0,0,3888,142,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2819,433,,tgasistant_claude
gen-1774131425-DnIVcc0mjdClN67MpmKg,2026-03-21 22:17:04.905,0.000841,,-0.000506,0,0,3968,1107,780,3374,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6085,4801,,tgasistant_claude
gen-1774131420-4kz6dnFFLi9CLBIWAIDr,2026-03-21 22:17:00.990,0.003013,,-0.000022,0,0,4710,4187,1408,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,23275,10752,,tgasistant_claude
gen-1774131407-BOXWR9HnSBaftUOmYaAe,2026-03-21 22:16:47.579,0.001857,,-0.000506,0,0,4330,2995,1456,3374,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,15647,10282,,tgasistant_claude
gen-1774131407-Lg9xjJzK8kodKOpebM6T,2026-03-21 22:16:47.571,0.001591,,-0.000483,0,0,4144,2493,1005,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12579,6951,,tgasistant_claude
gen-1774131407-eEDUtOALzgM6RpAqywfL,2026-03-21 22:16:47.149,0.001482,,-0.000483,0,0,3781,2419,1595,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,13272,10504,,tgasistant_claude
gen-1774131404-cb9kPgUVVKuuNqPd8hBa,2026-03-21 22:16:44.078,0.000844,,,0,0,5061,142,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2652,507,,tgasistant_claude
gen-1774131397-9JkKDSZcP9hhJBoF3MqI,2026-03-21 22:16:36.851,0.001433,,-0.000022,0,0,3825,1382,750,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5887,4198,,tgasistant_claude
gen-1774131396-XRqAklJFaq9uJx4D3YcN,2026-03-21 22:16:36.505,0.000956,,-0.000502,0,0,4278,1206,771,3350,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,6225,4854,,tgasistant_claude
gen-1774131379-6jOGageBAKJKpQIHVnSX,2026-03-21 22:16:19.204,0.00158,,-0.000502,0,0,4207,2484,1663,3350,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,15401,11812,,tgasistant_claude
gen-1774131376-cP2SETA77RGuZc8iAs3n,2026-03-21 22:16:16.871,0.001329,,-0.000502,0,0,3876,2114,1429,3350,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,14259,11364,,tgasistant_claude
gen-1774131376-tT4ZfwBcvw36PVHgaZOQ,2026-03-21 22:16:16.869,0.003043,,-0.000022,0,0,4005,4530,3360,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,26287,22953,,tgasistant_claude
gen-1774131363-26Xiwp0ggASNGsBcyXRQ,2026-03-21 22:16:03.754,0.001045,,-0.000502,0,0,3691,1619,1089,3349,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9732,7161,,tgasistant_claude
gen-1774131363-eWH8vMtxP1fRfLw7hHe5,2026-03-21 22:16:03.498,0.001707,,-0.000022,0,0,3693,1983,867,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12673,8148,,tgasistant_claude
gen-1774131356-N2TvoKukZWb1jsdPF4us,2026-03-21 22:15:56.279,0.000996,,-0.000501,0,0,4718,1108,376,3340,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,5907,3216,,tgasistant_claude
gen-1774131356-1ao24pncMjCo9BBezWOW,2026-03-21 22:15:55.838,0.002119,,-0.000554,0,0,4575,3517,2592,3695,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,21607,17447,,tgasistant_claude
gen-1774131355-FknfrAPzhvXjg8biWlpn,2026-03-21 22:15:55.566,0.002399,,-0.000022,0,0,4284,3130,1996,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,18250,13308,,tgasistant_claude
gen-1774131352-aFY0DakdNU4tJg7uldvb,2026-03-21 22:15:52.165,0.000168,,,0,0,650,119,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2552,497,,tgasistant_claude
gen-1774131341-sSfZKlEdVKmlnCZPNO1Z,2026-03-21 22:15:41.690,0.001041,,-0.000483,0,0,3820,1523,742,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9622,5806,,tgasistant_claude
gen-1774131338-vWXUr440uzCfRVEmLDBN,2026-03-21 22:15:38.743,0.000208,,,0,0,1085,77,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,1805,487,,tgasistant_claude
gen-1774131327-vuTGRFvewojL3xgUjZGJ,2026-03-21 22:15:27.024,0.001577,,-0.000484,0,0,4381,2370,1096,3228,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9884,7212,,tgasistant_claude
gen-1774131322-bH81KEdqwSITJAVNrG6o,2026-03-21 22:15:22.054,0.001046,,,0,0,6302,168,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,3834,1014,,tgasistant_claude
gen-1774131314-DfVx16eCXGCSqYZ3ZuJt,2026-03-21 22:15:14.667,0.000277,,,0,0,118,86,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1163,837,,tgassistant_gemini
gen-1774131308-m9grxo46FI1WihuMYeuK,2026-03-21 22:15:08.808,0.000248,,,0,0,118,74,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1016,789,,tgassistant_gemini
gen-1774131304-uEvRcs0ql0whpXwx4ZEW,2026-03-21 22:15:04.674,0.000414,,,0,0,118,143,0,0,openai/gpt-audio-mini,OpenAI,standard,false,true,,stop,stop,1292,759,,tgassistant_gemini
gen-1774131277-KHeyvZmjzHmv10HjhMk4,2026-03-21 22:14:37.689,0.002401,,-0.000022,0,0,4441,3071,2144,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,19842,16047,,tgasistant_claude
gen-1774131275-bzgFVbmtWQD9uQCCdXae,2026-03-21 22:14:35.513,0.004375,,-0.000022,0,0,4456,7012,5330,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,44370,37662,,tgasistant_claude
gen-1774131251-Bhumth0LAy8XBc1KVtxc,2026-03-21 22:14:10.865,0.00223,,-0.000506,0,0,4720,3586,1278,3377,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,22871,11585,,tgasistant_claude
gen-1774131242-uKOHfNa1fOwMXgNyiAZg,2026-03-21 22:14:02.693,0.003317,,-0.000476,0,0,4367,5840,1677,3174,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,32346,13120,,tgasistant_claude
gen-1774131242-wbJbh0acVgUKQiS1Synf,2026-03-21 22:14:02.224,0.000538,,-0.000483,0,0,3708,561,369,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,2727,2414,,tgasistant_claude
gen-1774131230-2MqJ2Iut4CxvQ8voGFM7,2026-03-21 22:13:49.749,0.002982,,-0.000022,0,0,4727,4119,1126,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,19347,6592,,tgasistant_claude
gen-1774131229-Yf1dzgqTaLgZXdG8PAjC,2026-03-21 22:13:49.076,0.001787,,-0.000483,0,0,4720,2655,1044,3224,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,12312,6002,,tgasistant_claude
gen-1774131225-3jlkb4fAKLrab1y9tbG3,2026-03-21 22:13:45.658,0.001025,,,0,0,6270,142,0,0,openai/gpt-4o-mini,OpenAI,standard,false,true,,stop,stop,2583,743,,tgasistant_claude
gen-1774131191-AGXlnlNzW5oylzDwuy0h,2026-03-21 22:13:11.426,0.003168,,-0.000499,0,0,5074,5306,2792,3330,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,31806,22035,,tgasistant_claude
gen-1774131188-6acHPdCwWNfHndwFBbSo,2026-03-21 22:13:07.903,0.003514,,-0.000499,0,0,4711,6144,2836,3330,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,36749,22775,,tgasistant_claude
gen-1774131170-406myzqQcrBRzZyOB5BI,2026-03-21 22:12:50.660,0.001169,,-0.000499,0,0,3863,1793,1493,3330,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,13844,12651,,tgasistant_claude
gen-1774131170-FkSxoUCFjMbYR5LrTUEf,2026-03-21 22:12:50.647,0.001469,,-0.000499,0,0,3788,2422,1902,3329,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,18660,16277,,tgasistant_claude
gen-1774131169-sDN8d88Zx4OUmZFdM6Jm,2026-03-21 22:12:49.985,0.001025,,-0.000482,0,0,3635,1561,745,3216,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9886,5495,,tgasistant_claude
gen-1774131164-SuMa8XTN6eDgngbmN6nT,2026-03-21 22:12:44.628,0.001051,,-0.000499,0,0,3838,1566,1021,3329,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,9586,7722,,tgasistant_claude
gen-1774131164-6ZZ98ujY0m7hIYxSh6W5,2026-03-21 22:12:44.324,0.002328,,-0.000499,0,0,4169,3989,2641,3330,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,22607,18007,,tgasistant_claude
gen-1774131154-05vLE0JBwugmtwb7Y7jm,2026-03-21 22:12:34.417,0.002003,,-0.000499,0,0,3982,3413,1135,3329,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,14784,6337,,tgasistant_claude
gen-1774131148-eoz7zExyaCrxeHgml8dm,2026-03-21 22:12:28.042,0.001962,,-0.000499,0,0,4643,3066,1215,3329,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,15337,8401,,tgasistant_claude
gen-1774131129-enT1b9Pibp0RQrGUSX8A,2026-03-21 22:12:09.455,0.002672,,-0.000499,0,0,4628,4493,1081,3329,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,23969,9278,,tgasistant_claude
gen-1774131114-ZPFUXmL5a5fJVqtK5kmX,2026-03-21 22:11:54.216,0.001888,,-0.000499,0,0,4630,2923,1248,3330,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,14257,7826,,tgasistant_claude
gen-1774131101-mJkgH0RQvgw6g74VOtHX,2026-03-21 22:11:41.461,0.004428,,-0.000022,0,0,4720,7013,5263,148,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,45509,36647,,tgasistant_claude
gen-1774131091-xcSC3j0WD20WyLlWXMJ2,2026-03-21 22:11:31.635,0.001156,,-0.000483,0,0,4599,1440,620,3222,x-ai/grok-4-fast,xAI,standard,false,true,,completed,stop,8521,5691,,tgasistant_claude
